,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig_lfc1,sig_lfc1.5,sig_lfc2,sig_lfc3
ST20,-0.443641665,7.306994172,-1.781248439,0.081963614,0.895409612,-4.12597772,Not Significant,Not Significant,Not Significant,Not Significant
HBP1,-0.347950111,6.959691837,-1.78030509,0.082120021,0.895409612,-4.126915969,Not Significant,Not Significant,Not Significant,Not Significant
RPS19,0.280501867,11.48497162,1.778677993,0.082390383,0.895409612,-4.128533329,Not Significant,Not Significant,Not Significant,Not Significant
SQLE,0.676026978,8.560841897,1.778599942,0.082403371,0.895409612,-4.128610884,Not Significant,Not Significant,Not Significant,Not Significant
PDK1,0.619042128,8.013111181,1.777536482,0.082580504,0.895409612,-4.129667298,Not Significant,Not Significant,Not Significant,Not Significant
PTDSS1,0.47103216,11.46440209,1.775954574,0.082844583,0.895409612,-4.131237785,Not Significant,Not Significant,Not Significant,Not Significant
RASL11B,0.403298296,7.268418886,1.775445584,0.082929703,0.895409612,-4.13174286,Not Significant,Not Significant,Not Significant,Not Significant
GGA3,0.371487962,8.255532614,1.774383442,0.083107564,0.895409612,-4.132796457,Not Significant,Not Significant,Not Significant,Not Significant
CFI,-1.090420594,10.62818663,-1.773703078,0.083221662,0.895409612,-4.133471081,Not Significant,Not Significant,Not Significant,Not Significant
KANK2,0.249792743,7.866881465,1.77369178,0.083223558,0.895409612,-4.133482282,Not Significant,Not Significant,Not Significant,Not Significant
B3GNTL1,0.412701349,6.716185183,1.773421728,0.083268884,0.895409612,-4.133749996,Not Significant,Not Significant,Not Significant,Not Significant
ZNF444,0.362358103,8.5722001,1.773132902,0.083317383,0.895409612,-4.134036285,Not Significant,Not Significant,Not Significant,Not Significant
USP16,0.573066191,9.369361701,1.773091315,0.083324368,0.895409612,-4.134077503,Not Significant,Not Significant,Not Significant,Not Significant
NPR2,-0.546647723,7.794778708,-1.772098427,0.083491286,0.895409612,-4.135061365,Not Significant,Not Significant,Not Significant,Not Significant
PTGES,-0.909570271,7.992840826,-1.771184573,0.083645164,0.895409612,-4.135966519,Not Significant,Not Significant,Not Significant,Not Significant
GBX1,0.254866265,7.268280464,1.770886083,0.083695477,0.895409612,-4.136262086,Not Significant,Not Significant,Not Significant,Not Significant
BRF2,0.374025639,8.469788861,1.769577336,0.083916375,0.895409612,-4.13755754,Not Significant,Not Significant,Not Significant,Not Significant
SMYD5,0.301353831,8.549003755,1.768664567,0.084070726,0.895409612,-4.13846058,Not Significant,Not Significant,Not Significant,Not Significant
FBXO34,0.541214676,10.55310763,1.768231362,0.084144065,0.895409612,-4.138889036,Not Significant,Not Significant,Not Significant,Not Significant
C2CD2,0.645394641,9.321667516,1.767731009,0.084228839,0.895409612,-4.139383799,Not Significant,Not Significant,Not Significant,Not Significant
LGALS8,-0.72785171,8.030877008,-1.767392023,0.084286313,0.895409612,-4.139718933,Not Significant,Not Significant,Not Significant,Not Significant
MINK1,0.318829253,8.471488994,1.766267534,0.084477203,0.895409612,-4.140830273,Not Significant,Not Significant,Not Significant,Not Significant
ARHGEF17,0.3756883,9.581711275,1.765577903,0.084594451,0.895409612,-4.141511557,Not Significant,Not Significant,Not Significant,Not Significant
TPM1,0.561272472,8.831050718,1.764997484,0.084693238,0.895409612,-4.142084784,Not Significant,Not Significant,Not Significant,Not Significant
RNASEL,-0.46897876,7.348113205,-1.764239179,0.084822446,0.895409612,-4.142833464,Not Significant,Not Significant,Not Significant,Not Significant
PHGDH,-0.530346027,10.32596914,-1.764060544,0.084852907,0.895409612,-4.143009794,Not Significant,Not Significant,Not Significant,Not Significant
CACNA1F,0.288276377,7.079911699,1.7634923,0.084949868,0.895409612,-4.143570608,Not Significant,Not Significant,Not Significant,Not Significant
EPN3,0.859011622,7.863014733,1.763367849,0.084971115,0.895409612,-4.143693413,Not Significant,Not Significant,Not Significant,Not Significant
NEIL1,0.312844901,7.186515244,1.762053903,0.085195719,0.895409612,-4.144989547,Not Significant,Not Significant,Not Significant,Not Significant
THAP3,0.328797131,6.79854181,1.761034114,0.085370382,0.895409612,-4.145994972,Not Significant,Not Significant,Not Significant,Not Significant
NSG1,1.214282795,8.791149567,1.760391215,0.085480648,0.895409612,-4.146628574,Not Significant,Not Significant,Not Significant,Not Significant
UROS,-0.41211823,7.725178035,-1.760284191,0.085499015,0.895409612,-4.146734032,Not Significant,Not Significant,Not Significant,Not Significant
ENC1,-0.953345489,9.529632582,-1.75892793,0.085732065,0.895409612,-4.14807,Not Significant,Not Significant,Not Significant,Not Significant
DIAPH1,-0.309782028,8.080157861,-1.758777132,0.08575801,0.895409612,-4.14821849,Not Significant,Not Significant,Not Significant,Not Significant
ITGAE,-0.619635594,10.18156796,-1.758587327,0.085790675,0.895409612,-4.148405376,Not Significant,Not Significant,Not Significant,Not Significant
ID3,-0.89832308,8.860632787,-1.757526464,0.08597344,0.895409612,-4.149449621,Not Significant,Not Significant,Not Significant,Not Significant
PRMT7,-0.451237507,7.444768409,-1.757095592,0.086047764,0.895409612,-4.149873598,Not Significant,Not Significant,Not Significant,Not Significant
TNFRSF13B,0.273779684,7.00173555,1.756880875,0.086084821,0.895409612,-4.150084847,Not Significant,Not Significant,Not Significant,Not Significant
FOXC1,-0.919975454,7.480467938,-1.755058301,0.086399915,0.895409612,-4.151877145,Not Significant,Not Significant,Not Significant,Not Significant
TRIAP1,0.498584493,9.758901936,1.754787031,0.086446896,0.895409612,-4.152143781,Not Significant,Not Significant,Not Significant,Not Significant
LYPD3,0.647740091,7.896656385,1.754107081,0.086564749,0.895409612,-4.152811966,Not Significant,Not Significant,Not Significant,Not Significant
TREML2,0.282923706,6.668167948,1.753706382,0.086634263,0.895409612,-4.153205634,Not Significant,Not Significant,Not Significant,Not Significant
RBM12,-0.359782886,9.026910449,-1.753425292,0.086683055,0.895409612,-4.153481748,Not Significant,Not Significant,Not Significant,Not Significant
ISCU,0.325587852,11.58553271,1.752097956,0.086913766,0.895409612,-4.154785102,Not Significant,Not Significant,Not Significant,Not Significant
ALDH1A2,0.819711428,7.270474051,1.751859319,0.0869553,0.895409612,-4.155019342,Not Significant,Not Significant,Not Significant,Not Significant
IKZF5,-0.543582235,8.040878977,-1.750829266,0.087134764,0.895409612,-4.156030121,Not Significant,Not Significant,Not Significant,Not Significant
RAD23A,0.457779359,10.07215528,1.747160201,0.087776534,0.895409612,-4.159626612,Not Significant,Not Significant,Not Significant,Not Significant
TBC1D2B,0.229955591,7.73604285,1.74690587,0.087821166,0.895409612,-4.159875685,Not Significant,Not Significant,Not Significant,Not Significant
FZD4,0.682298403,8.031271982,1.745436644,0.088079368,0.895409612,-4.161313963,Not Significant,Not Significant,Not Significant,Not Significant
SLC19A1,0.24284507,6.586084167,1.745143167,0.088131019,0.895409612,-4.16160114,Not Significant,Not Significant,Not Significant,Not Significant
AACS,0.761865061,9.249528761,1.744485134,0.088246924,0.895409612,-4.162244904,Not Significant,Not Significant,Not Significant,Not Significant
SCRN1,-0.559752054,10.58349235,-1.74400349,0.08833184,0.895409612,-4.162715979,Not Significant,Not Significant,Not Significant,Not Significant
NAB2,-0.523413234,8.446804167,-1.743565493,0.088409121,0.895409612,-4.163144274,Not Significant,Not Significant,Not Significant,Not Significant
TGFBRAP1,-0.279620942,8.467292212,-1.742607854,0.088578284,0.895409612,-4.164080395,Not Significant,Not Significant,Not Significant,Not Significant
ERBB4,0.58394278,6.954819451,1.74250389,0.088596665,0.895409612,-4.164181998,Not Significant,Not Significant,Not Significant,Not Significant
REV1,-0.384865298,7.520369995,-1.741966797,0.088691675,0.895409612,-4.164706813,Not Significant,Not Significant,Not Significant,Not Significant
DHX32,-0.418565237,9.589275232,-1.741345607,0.088801668,0.895409612,-4.165313641,Not Significant,Not Significant,Not Significant,Not Significant
CROCC,0.231773131,7.541534732,1.741106949,0.088843956,0.895409612,-4.165546733,Not Significant,Not Significant,Not Significant,Not Significant
UGGT1,-0.36687624,8.179833811,-1.740207048,0.089003564,0.895409612,-4.166425416,Not Significant,Not Significant,Not Significant,Not Significant
SS18,-0.449066152,8.986259062,-1.739758714,0.089083171,0.895409612,-4.166863041,Not Significant,Not Significant,Not Significant,Not Significant
HSPH1,-0.499391244,9.199688428,-1.739419818,0.089143385,0.895409612,-4.167193782,Not Significant,Not Significant,Not Significant,Not Significant
BTBD1,-0.436641354,10.84759644,-1.738721387,0.089267587,0.895409612,-4.16787524,Not Significant,Not Significant,Not Significant,Not Significant
MRTO4,0.427173622,8.090564083,1.738170873,0.089365587,0.895409612,-4.168412218,Not Significant,Not Significant,Not Significant,Not Significant
CYP27A1,0.431617477,9.193315816,1.737953483,0.08940431,0.895409612,-4.168624224,Not Significant,Not Significant,Not Significant,Not Significant
UBA52,0.255772896,13.13499057,1.736653359,0.089636192,0.895409612,-4.169891704,Not Significant,Not Significant,Not Significant,Not Significant
CCNT2,-0.398937814,7.324938229,-1.736614229,0.089643178,0.895409612,-4.169929839,Not Significant,Not Significant,Not Significant,Not Significant
FOLR1,1.181128818,11.97890326,1.73658403,0.089648571,0.895409612,-4.169959271,Not Significant,Not Significant,Not Significant,Not Significant
WIZ,0.377123198,8.383052875,1.736191647,0.08971866,0.895409612,-4.170341637,Not Significant,Not Significant,Not Significant,Not Significant
TRPS1,1.108937218,9.184905852,1.735858152,0.089778267,0.895409612,-4.170666563,Not Significant,Not Significant,Not Significant,Not Significant
RNF7,0.367933336,9.356825965,1.73519641,0.089896639,0.895409612,-4.171311153,Not Significant,Not Significant,Not Significant,Not Significant
APPL1,0.553895655,8.675386479,1.734812723,0.089965332,0.895409612,-4.171684803,Not Significant,Not Significant,Not Significant,Not Significant
SETD1B,0.361729301,10.82330264,1.733971979,0.090116008,0.895409612,-4.172503318,Not Significant,Not Significant,Not Significant,Not Significant
GPRC5A,-0.853797208,8.044027917,-1.733967019,0.090116898,0.895409612,-4.172508146,Not Significant,Not Significant,Not Significant,Not Significant
DUSP12,-0.525042411,9.597094343,-1.733471384,0.090205823,0.895409612,-4.172990524,Not Significant,Not Significant,Not Significant,Not Significant
MTERF4,0.389128235,7.816912848,1.733436446,0.090212094,0.895409612,-4.173024523,Not Significant,Not Significant,Not Significant,Not Significant
MTMR1,-0.468768563,8.431734392,-1.733204006,0.090253826,0.895409612,-4.173250703,Not Significant,Not Significant,Not Significant,Not Significant
ARFIP1,-0.566543902,8.460201732,-1.733004802,0.090289603,0.895409612,-4.173444524,Not Significant,Not Significant,Not Significant,Not Significant
GRIK5,0.332119759,7.570715137,1.732542297,0.090372714,0.895409612,-4.173894458,Not Significant,Not Significant,Not Significant,Not Significant
DHX9,-0.713523312,8.493881451,-1.732492449,0.090381676,0.895409612,-4.173942945,Not Significant,Not Significant,Not Significant,Not Significant
EPB41L1,0.402755406,6.732049936,1.731372048,0.090583291,0.895409612,-4.175032463,Not Significant,Not Significant,Not Significant,Not Significant
TOPBP1,-0.578896265,9.762955959,-1.73130792,0.090594842,0.895409612,-4.175094806,Not Significant,Not Significant,Not Significant,Not Significant
UFD1,-0.583746773,10.04551532,-1.730693934,0.090705499,0.895409612,-4.175691605,Not Significant,Not Significant,Not Significant,Not Significant
GLRX3,-0.369241715,8.543231841,-1.730388341,0.090760617,0.895409612,-4.17598858,Not Significant,Not Significant,Not Significant,Not Significant
ATG13,-0.401305426,9.419806178,-1.729809458,0.090865103,0.895409612,-4.176551021,Not Significant,Not Significant,Not Significant,Not Significant
CDK4,-0.529257164,11.30236346,-1.729667977,0.090890655,0.895409612,-4.17668846,Not Significant,Not Significant,Not Significant,Not Significant
TRIM45,-0.549433466,8.362390702,-1.727739391,0.091239563,0.895409612,-4.178561034,Not Significant,Not Significant,Not Significant,Not Significant
MUL1,0.346527226,9.594707349,1.727735632,0.091240244,0.895409612,-4.178564682,Not Significant,Not Significant,Not Significant,Not Significant
DMTN,0.519559041,8.379325283,1.726276514,0.091504959,0.895409612,-4.179980287,Not Significant,Not Significant,Not Significant,Not Significant
CFAP20,-0.665450872,10.36603601,-1.725058624,0.0917264,0.895409612,-4.181161111,Not Significant,Not Significant,Not Significant,Not Significant
STX1A,-0.383480046,8.082745969,-1.724522842,0.091823959,0.895409612,-4.181680371,Not Significant,Not Significant,Not Significant,Not Significant
LAMB1,-0.991552174,8.919742362,-1.723761142,0.091962803,0.895409612,-4.182418356,Not Significant,Not Significant,Not Significant,Not Significant
KDM4A,0.280387917,8.527755289,1.723656988,0.091981802,0.895409612,-4.182519247,Not Significant,Not Significant,Not Significant,Not Significant
SPECC1L,-0.608250639,8.6727238,-1.723409625,0.092026937,0.895409612,-4.182758838,Not Significant,Not Significant,Not Significant,Not Significant
CASP3,-0.436392105,8.523148417,-1.721015636,0.092464708,0.895409612,-4.185076171,Not Significant,Not Significant,Not Significant,Not Significant
HPF1,-0.283302359,7.056161659,-1.720019048,0.092647457,0.895409612,-4.186040072,Not Significant,Not Significant,Not Significant,Not Significant
SRSF3,-0.33923517,8.924642086,-1.719956823,0.092658877,0.895409612,-4.18610024,Not Significant,Not Significant,Not Significant,Not Significant
STXBP1,0.671670205,9.26670577,1.719868277,0.09267513,0.895409612,-4.186185858,Not Significant,Not Significant,Not Significant,Not Significant
ABCE1,-0.472478401,9.602672041,-1.719345778,0.092771087,0.895409612,-4.186691001,Not Significant,Not Significant,Not Significant,Not Significant
FTCD,0.239725586,7.038515836,1.71824727,0.092973096,0.895409612,-4.18775261,Not Significant,Not Significant,Not Significant,Not Significant
CASKIN2,0.487781797,8.347724369,1.717683664,0.093076882,0.895409612,-4.188297069,Not Significant,Not Significant,Not Significant,Not Significant
TMEM30A,-0.479978437,10.07170366,-1.717583306,0.093095372,0.895409612,-4.188394002,Not Significant,Not Significant,Not Significant,Not Significant
KREMEN2,-0.460654464,8.51541126,-1.717506144,0.093109591,0.895409612,-4.188468528,Not Significant,Not Significant,Not Significant,Not Significant
CNIH4,-0.320820865,7.940119113,-1.716589765,0.093278593,0.895409612,-4.189353388,Not Significant,Not Significant,Not Significant,Not Significant
DNAJC8,0.34183231,8.590543329,1.715247429,0.093526612,0.895409612,-4.190648858,Not Significant,Not Significant,Not Significant,Not Significant
TMEM147,0.498058738,11.64066873,1.714869359,0.093596566,0.895409612,-4.191013579,Not Significant,Not Significant,Not Significant,Not Significant
MRPL28,0.441342708,9.671859787,1.714597809,0.093646837,0.895409612,-4.1912755,Not Significant,Not Significant,Not Significant,Not Significant
PSAT1,-0.968618328,10.32607831,-1.714484731,0.093667777,0.895409612,-4.191384558,Not Significant,Not Significant,Not Significant,Not Significant
